1640008918815,21.13
1640008922879,21.13
1640008924917,21.13
1640008925027,21.14
1640008925144,21.14
1640008925292,21.14
1640008927407,21.14
1640008935428,21.14
1640008935550,21.14
1640008937482,21.15
1640008937722,21.15
1640008937876,21.15
1640008938009,21.15
1640008938133,21.15
1640008938252,21.15
1640008940454,21.15
1640008940608,21.15
1640008940734,21.15
1640008940836,21.15
1640008940943,21.15
1640008941048,21.15
1640008941181,21.15
1640008941293,21.15
1640008943463,21.15
1640008943567,21.15
1640008943701,21.15
1640008943806,21.15
1640008943922,21.15
1640008944035,21.15
1640008944149,21.15
1640008944402,21.15
1640008944520,21.15
1640008944630,21.15
1640008946516,21.15
1640008946629,21.15
1640008946737,21.15
1640008946838,21.15
1640008946983,21.15
1640008947115,21.15
1640008947226,21.15
1640008947327,21.15
1640008955176,21.16
1640008955327,21.17
1640008956369,21.17
1640008956756,21.18
1640008962938,21.19
1640008963077,21.19
1640008966030,21.18
1640008972444,21.17
1640008974582,21.17
1640008974688,21.17
1640008975493,21.17
1640008976043,21.17
1640008977176,21.18
1640008977540,21.18
1640008977687,21.18
1640008977793,21.18
1640008977929,21.18
1640008978034,21.18
1640008978138,21.18
1640008978245,21.18
1640008980383,21.19
1640008984162,21.19
1640008988391,21.2
1640008988732,21.2
1640008988948,21.2
1640008989181,21.19
1640008989764,21.2
1640008990534,21.2
1640008990678,21.2
1640008990784,21.2
1640008990935,21.2
1640008991078,21.2
1640008991195,21.2
1640008991305,21.2
1640008993695,21.2
1640008993799,21.2
1640008993928,21.2
1640008994030,21.2
1640008994147,21.2
1640008994404,21.2
1640008996019,21.21
1640008996256,21.21
1640008996364,21.21
1640008996486,21.21
1640008996590,21.21
1640008996713,21.21
1640008996945,21.21
1640008997055,21.21
1640008997204,21.21
1640008997307,21.21
1640008997418,21.21
1640008997553,21.21
1640008998567,21.21
1640009001368,21.21
1640009001506,21.21
1640009001611,21.21
1640009001866,21.21
1640009002123,21.21
1640009002252,21.21
1640009002362,21.22
1640009002513,21.22
1640009008525,21.23
1640009008659,21.24
1640009008763,21.24
1640009008894,21.24
1640009009019,21.24
1640009009122,21.24
1640009009244,21.24
1640009012807,21.25
1640009016210,21.25
1640009018088,21.24
1640009019338,21.24
1640009019455,21.24
1640009019594,21.24
1640009019742,21.24
1640009020304,21.24
1640009020528,21.24
1640009023232,21.24
1640009036121,21.25
1640009038822,21.26
1640009038949,21.26
1640009041211,21.26
1640009041717,21.26
1640009041976,21.26
1640009042340,21.26
1640009043555,21.26
1640009043687,21.26
1640009047665,21.26
1640009049358,21.26
1640009049494,21.26
1640009049597,21.26
1640009049701,21.26
1640009049805,21.26
1640009049912,21.26
1640009050126,21.26
1640009050272,21.26
1640009056756,21.27
1640009057001,21.28
1640009057226,21.28
1640009070096,21.29
1640009070223,21.29
1640009075827,21.29
1640009075946,21.29
1640009076074,21.29
1640009076184,21.29
1640009076337,21.29
1640009080430,21.29
1640009080549,21.29
1640009080650,21.29
1640009080775,21.29
1640009080908,21.29
1640009081025,21.29
1640009081157,21.29
1640009081285,21.29
1640009083706,21.29
1640009083833,21.29
1640009083935,21.29
1640009084083,21.29
1640009084215,21.29
1640009084330,21.29
1640009086514,21.29
1640009086632,21.29
1640009086735,21.29
1640009086840,21.29
1640009086951,21.29
1640009087052,21.29
1640009087173,21.29
1640009087329,21.29
1640009090469,21.29
1640009094055,21.29
1640009094184,21.29
1640009102955,21.29
1640009110171,21.28
1640009110284,21.28
1640009119644,21.28
1640009121416,21.28
1640009121543,21.28
1640009132109,21.28
1640009136624,21.28
1640009136733,21.28
1640009137198,21.29
