1639469498410,18.035
1639469504375,18.028
1639469508133,18.024
1639469508270,18.027
1639469509772,18.027
1639469513310,18.033
1639469520174,18.032
1639469520309,18.031
1639469520758,18.029
1639469521863,18.027
1639469521993,18.027
1639469525417,18.024
1639469527756,18.024
1639469530170,18.018
1639469532351,18.02
1639469533918,18.017
1639469537017,18.013
1639469537119,18.009
1639469537362,18.011
1639469538098,18.009
1639469538329,18.01
1639469538466,18.012
1639469538588,18.018
1639469538690,18.024
1639469538796,18.024
1639469538928,18.024
1639469539269,18.032
1639469539494,18.033
1639469540093,18.037
1639469542117,18.052
1639469542760,18.064
1639469542865,18.064
1639469545125,18.065
1639469545351,18.059
1639469546145,18.062
1639469553656,18.062
1639469553796,18.061
1639469553945,18.064
1639469556294,18.065
1639469559210,18.066
1639469560450,18.065
1639469561358,18.062
1639469569092,18.063
1639469569223,18.063
1639469573296,18.065
1639469577734,18.057
1639469579378,18.056
1639469583308,18.057
1639469590313,18.065
1639469592921,18.064
1639469593429,18.063
1639469596721,18.066
1639469596832,18.066
1639469599610,18.068
1639469604372,18.079
1639469607330,18.074
1639469608329,18.072
1639469612005,18.084
1639469612142,18.084
1639469622303,18.096
1639469626153,18.096
1639469627415,18.093
1639469628241,18.094
1639469632994,18.092
1639469633138,18.095
1639469634311,18.094
1639469637362,18.098
1639469639793,18.095
1639469643489,18.095
1639469649504,18.083
1639469650350,18.077
1639469652675,18.075
1639469657355,18.079
1639469658503,18.073
1639469662281,18.075
1639469666062,18.076
1639469670582,18.077
1639469671278,18.075
1639469682304,18.07
1639469690307,18.084
1639469691908,18.093
1639469692060,18.093
1639469693388,18.091
1639469693529,18.091
1639469696552,18.093
1639469699252,18.095
1639469703269,18.095
1639469705468,18.092
1639469711147,18.093
1639469713479,18.093
1639469718445,18.09
1639469724879,18.092
1639469724999,18.092
1639469725104,18.092
1639469725208,18.092
1639469725321,18.092
1639469726923,18.092
1639469731343,18.097
1639469731490,18.103
1639469732253,18.105
1639469732386,18.105
1639469732532,18.105
1639469733226,18.11
1639469737270,18.109
1639469737491,18.105
1639469738593,18.103
1639469738704,18.105
1639469750516,18.101
1639469753597,18.097
1639469753964,18.096
1639469754075,18.092
1639469754326,18.085
1639469754882,18.078
1639469756467,18.081
1639469763183,18.081
1639469763664,18.076
1639469764253,18.073
1639469768011,18.07
1639469768794,18.063
1639469769617,18.062
1639469769742,18.06
1639469770639,18.054
1639469774671,18.053
1639469775645,18.053
1639469776683,18.054
1639469776789,18.054
1639469778190,18.055
1639469779055,18.051
1639469782678,18.053
1639469782835,18.053
1639469783394,18.05
1639469783633,18.05
1639469783737,18.049
1639469785457,18.054
1639469787841,18.051
1639469789756,18.048
1639469797383,18.046
1639469800054,18.049
1639469800706,18.046
1639469804766,18.045
1639469807248,18.044
1639469808589,18.047
1639469816166,18.041
1639469816895,18.043
1639469822429,18.043
1639469827898,18.043
1639469828000,18.044
1639469828259,18.053
1639469828507,18.05
1639469832400,18.058
1639469833916,18.058
1639469834892,18.057
1639469837625,18.05
1639469838646,18.051
1639469840878,18.057
1639469845901,18.061
1639469849131,18.06
1639469854315,18.054
1639469854425,18.053
1639469855954,18.047
1639469859915,18.044
1639469860022,18.044
1639469863318,18.045
1639469866934,18.038
1639469867702,18.036
1639469874070,18.047
1639469874400,18.054
1639469876096,18.051
1639469877361,18.052
1639469878223,18.056
1639469880699,18.06
1639469882075,18.065
1639469885436,18.076
1639469885687,18.078
1639469885834,18.083
1639469886420,18.085
1639469886896,18.095
1639469887029,18.1
1639469887131,18.1
1639469889997,18.104
1639469894221,18.108
1639469894722,18.11
1639469896106,18.114
1639469897142,18.116
1639469897269,18.116
1639469898039,18.117
1639469898285,18.119
1639469902041,18.121
1639469902378,18.124
1639469902486,18.127
1639469904762,18.129
1639469907703,18.127
1639469909112,18.13
1639469912401,18.132
1639469912639,18.132
1639469915989,18.146
1639469916098,18.15
1639469916198,18.15
1639469916306,18.15
1639469916412,18.151
1639469916516,18.154
1639469916836,18.157
1639469916941,18.157
1639469917367,18.157
1639469917625,18.157
1639469917976,18.155
1639469918079,18.15
1639469918415,18.144
1639469918653,18.153
1639469919138,18.147
1639469920672,18.148
1639469921249,18.154
1639469927584,18.161
1639469927689,18.154
1639469927799,18.143
1639469928600,18.146
1639469928744,18.146
1639469929120,18.152
1639469929384,18.149
1639469930425,18.145
1639469931306,18.146
1639469932005,18.145
1639469933249,18.143
1639469935148,18.137
1639469935250,18.137
1639469935853,18.136
1639469938294,18.137
1639469939288,18.132
1639469939422,18.13
1639469939547,18.127
1639469939682,18.123
1639469939797,18.123
1639469940710,18.124
1639469942016,18.123
1639469945288,18.123
1639469946499,18.113
1639469947246,18.117
1639469952346,18.112
1639469952560,18.103
1639469952676,18.104
1639469953707,18.103
1639469954316,18.1
1639469958059,18.1
1639469959734,18.095
1639469960304,18.095
1639469960705,18.093
1639469961272,18.086
1639469961383,18.086
1639469962133,18.088
